RANGO ETARIO,NIVEL EDUCACIONAL,SEXO,ESTADO CIVIL,ACTIVIDAD,ESTADO ACTUAL,AÑO APERTURA TARJETA,CUPO MÁXIMO,PORCENTAJE DE USO DEL CUPO,VECES QUE COMPRA EN PROMEDIO AL AÑO,UNIDADES COMPRADAS DEL PRODUCTO A,UNIDADES COMPRADAS DEL PRODUCTO B,CANTIDAD HISTORICA DE ATRASOS EN PAGOS,COMPRA PRODUCTO EN PROMOCIÓN
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,6,3,10,7,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",1.2%,6,7,8,14,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,1,1,9,SI
ENTRE 30 Y 40,EDUC. MEDIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",42.6%,5,10,5,10,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"4,776,532",100.0%,11,0,9,23,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,8,0,2,16,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"376,344",100.0%,11,3,5,10,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,6,8,4,14,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"1,515,936",100.0%,8,8,1,16,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2013,"301,500",100.0%,6,10,7,0,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,1,1,1,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,8,0,7,21,SI
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2010,"301,500",36.1%,8,0,2,5,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,EMPRESARIO,DEUDA DE 2 MESES,2005,"301,500",6.8%,5,10,7,25,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",0.0%,5,8,10,11,NO
MENOR QUE 30,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"517,489",100.0%,5,5,4,4,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,6,2,21,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",31.7%,9,4,8,1,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,8,4,14,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",0.0%,8,3,7,20,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",53.9%,7,3,1,14,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2005,"301,500",0.0%,5,10,8,8,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2014,"301,500",7.0%,9,3,6,2,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",1.1%,9,4,1,17,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"384,768",100.0%,8,1,10,13,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,2,1,2,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2013,"301,500",47.0%,6,10,7,3,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,2,6,3,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2011,"301,500",22.7%,7,7,2,17,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",70.3%,15,3,0,25,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",7.1%,7,7,0,5,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,5,2,3,13,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2005,"301,500",0.0%,5,3,10,4,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,DEUDA DE 1 MES,2011,"301,500",0.0%,6,0,6,8,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",89.3%,8,0,9,18,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"301,500",0.0%,5,8,2,8,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2013,"301,500",100.0%,8,9,5,7,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.0%,12,2,2,23,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,10,7,10,10,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,5,5,10,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,8,3,1,9,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,5,4,9,12,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,,SIN DEUDA,2005,"301,500",0.0%,10,8,7,19,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,DEUDA DE 1 MES,2008,"301,500",0.0%,8,7,7,17,NO
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,VIUDO,DEPENDIENTE,SIN DEUDA,2007,"301,500",71.1%,5,6,6,0,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,DEUDA DE 1 MES,2006,"301,500",0.0%,7,4,7,9,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",18.0%,7,8,1,15,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,1,7,1,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2008,"301,500",0.0%,6,3,1,18,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2009,"301,500",77.0%,8,4,7,6,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"301,500",0.0%,6,5,9,14,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",63.3%,8,5,10,8,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2006,"301,500",0.0%,5,5,1,5,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,6,4,18,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,5,10,7,5,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,5,8,8,2,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"965,174",100.0%,8,6,0,13,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,10,10,14,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,2,4,18,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2013,"301,500",0.0%,6,2,7,10,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,CASADO, ,SIN DEUDA,2006,"301,500",0.1%,8,5,6,19,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO, ,SIN DEUDA,2010,"301,500",68.9%,7,0,6,0,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2014,"301,500",14.1%,8,9,10,3,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2009,"301,500",0.0%,6,5,6,18,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.2%,7,2,3,4,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",19.8%,8,10,4,23,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,VIUDO, ,SIN DEUDA,2005,"301,500",0.0%,7,3,4,1,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",27.3%,8,10,10,5,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",27.7%,10,3,10,1,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",1.3%,7,10,0,2,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",13.6%,6,0,1,3,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,9,10,9,1,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,4,2,12,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",39.9%,7,7,5,6,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",85.2%,6,8,0,12,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",51.5%,6,3,8,10,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2005,"301,500",0.0%,5,2,7,25,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,5,8,9,4,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,7,8,9,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",1.6%,5,7,3,23,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,7,9,1,3,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"301,500",0.0%,7,9,4,14,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2005,"301,500",6.1%,6,0,9,3,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",28.6%,8,8,7,21,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,7,0,5,16,NO
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2007,"301,500",0.0%,5,0,5,13,NO
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"363,995",100.0%,8,3,6,2,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2007,"301,500",1.1%,5,5,2,22,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,8,1,8,6,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,2,4,1,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2007,"1,107,470",100.0%,9,3,0,19,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,8,8,7,16,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"720,627",100.0%,12,9,6,17,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2008,"301,500",0.0%,5,4,1,6,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,7,0,10,1,SI
MENOR QUE 30,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2006,"419,314",100.0%,7,6,2,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2011,"301,500",0.0%,10,6,5,8,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2009,"301,500",10.9%,5,4,5,2,NO
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,9,7,7,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",92.2%,11,4,8,14,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2005,"1,692,898",100.0%,7,3,3,4,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,EMPRESARIO,SIN DEUDA,2011,"301,500",46.0%,7,8,0,6,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2006,"394,458",100.0%,15,0,6,23,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,6,2,8,14,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,6,9,3,18,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 2 MESES,2009,"301,500",0.0%,5,1,1,3,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,7,8,12,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",0.0%,7,7,6,13,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,6,4,20,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,DEUDA DE 1 MES,2014,"301,500",0.0%,6,1,5,20,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",0.1%,12,9,5,16,SI
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,6,8,3,15,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",52.9%,11,7,3,11,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,DEUDA DE 1 MES,2014,"301,500",0.0%,5,7,2,4,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",0.0%,5,9,7,7,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,EMPRESARIO,SIN DEUDA,2006,"301,500",40.9%,5,8,1,25,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,,DEUDA DE 1 MES,2011,"301,500",0.0%,5,0,6,9,NO
MENOR QUE 30,EDUC. MEDIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,9,8,10,9,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,6,1,1,12,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,5,3,1,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,6,5,7,14,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,10,5,19,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,7,3,14,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,7,1,3,23,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,3,4,22,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,VIUDO,DEPENDIENTE,SIN DEUDA,2012,"301,500",0.0%,6,1,8,19,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,9,1,24,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",0.0%,10,4,5,9,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,SOLTERO, ,SIN DEUDA,2006,"1,130,155",100.0%,9,10,8,13,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,4,1,12,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",0.0%,8,3,6,23,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,5,5,7,22,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",0.0%,7,3,0,2,SI
ENTRE 30 Y 40,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,ESTUDIANTE,DEUDA DE 1 MES,2005,"301,500",0.0%,6,0,8,24,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2011,"301,500",29.3%,10,2,9,22,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,5,0,25,SI
ENTRE 40 Y 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2010,"573,628",100.0%,5,10,3,18,NO
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,EMPRESARIO,DEUDA DE 2 MESES,2014,"301,500",0.0%,9,7,0,9,SI
MAYOR QUE 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,CASADO,EMPRESARIO,SIN DEUDA,2014,"575,389",100.0%,9,0,2,23,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,DEUDA DE 2 MESES,2007,"301,500",0.0%,5,1,1,7,SI
ENTRE 40 Y 50,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,7,0,3,19,NO
ENTRE 40 Y 50,EDUC. TÉCNICA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2005,"301,500",0.0%,5,0,1,22,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,5,10,7,17,SI
MAYOR QUE 50,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2009,"301,500",17.5%,7,2,0,22,SI
MAYOR QUE 50,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,DEUDA DE 2 MESES,2010,"301,500",0.0%,6,2,8,3,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2013,"301,500",0.0%,22,4,4,9,NO
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2014,"301,500",10.2%,15,5,0,19,NO
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2007,"301,500",0.0%,6,8,2,20,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2013,"301,500",40.7%,8,2,9,9,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2009,"301,500",0.0%,5,8,5,24,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 1 MES,2010,"301,500",0.0%,5,1,5,15,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2012,"301,500",76.6%,6,3,9,11,NO
MAYOR QUE 50,EDUC. MEDIA,MASCULINO,CASADO,DEPENDIENTE,DEUDA DE 1 MES,2012,"301,500",0.0%,5,8,2,11,NO
MENOR QUE 30,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2014,"301,500",50.2%,8,10,0,5,SI
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,DEUDA DE 2 MESES,2008,"301,500",0.2%,8,0,3,16,SI
ENTRE 40 Y 50,ESTUDIANTE UNIVERSITARIO,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.4%,5,0,2,16,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,ESTUDIANTE,SIN DEUDA,2012,"565,813",100.0%,15,1,5,25,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,SEPARADO,DEPENDIENTE,SIN DEUDA,2006,"301,500",34.3%,7,1,2,18,SI
MENOR QUE 30,EDUC. UNIVERSITARIA,FEMENINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",100.0%,6,4,3,17,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,SOLTERO,EMPRESARIO,SIN DEUDA,2011,"301,500",0.0%,7,1,2,14,NO
ENTRE 30 Y 40,EDUC. UNIVERSITARIA,MASCULINO,CASADO,DEPENDIENTE,SIN DEUDA,2008,"2,918,381",100.0%,6,7,9,5,SI
MAYOR QUE 50,EDUC. TÉCNICA,FEMENINO,SEPARADO,DEPENDIENTE,DEUDA DE 2 MESES,2008,"301,500",0.0%,5,10,6,5,SI
ENTRE 30 Y 40,EDUC. TÉCNICA,MASCULINO,SOLTERO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,8,10,8,15,NO
MAYOR QUE 50,EDUC. UNIVERSITARIA,FEMENINO,CASADO,DEPENDIENTE,SIN DEUDA,2011,"301,500",0.0%,7,8,10,23,SI
